thisRow.t,notes,instructions.started,instructionText.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,audiobook.started,audioRecording.started,blackPhotoDiodeBox.started,diode1,whitePhotoDiode_1.started,whitePhotoDiode_1.stopped,diode2,diode3,diode4,diode5,diode6,diode7,diode8,diode9,diode10,diode11,diode12,diode13,diode14,diode15,diode16,diode17,diode18,diode19,diode20,diode21,diode22,diode23,diode24,diode25,diode26,diode27,diode28,diode29,diode30,diode31,diode32,diode33,diode34,diode35,diode36,diode37,diode38,diode39,diode40,diode41,diode42,diode43,diode44,diode45,diode46,diode47,diode48,diode49,diode50,diode51,diode52,diode53,diode54,diode55,diode56,diode57,diode58,diode59,diode60,diode61,diode62,diode63,diode64,diode65,diode66,diode67,diode68,diode69,diode70,diode71,diode72,diode73,diode74,diode75,diode76,diode77,diode78,diode79,diode80,diode81,diode82,diode83,diode84,diode85,diode86,diode87,diode88,diode89,diode90,diode91,diode92,diode93,diode94,diode95,diode96,diode97,diode98,diode99,diode100,diode101,diode102,diode103,diode104,diode105,diode106,diode107,diode108,diode109,diode110,diode111,diode112,diode113,diode114,diode115,diode116,diode117,diode118,diode119,diode120,diode121,diode122,diode123,diode124,diode125,diode126,diode127,diode128,diode129,diode130,diode131,diode132,diode133,diode134,diode135,diode136,diode137,diode138,diode139,diode140,diode141,diode142,diode143,diode144,diode145,diode146,diode147,diode148,diode149,diode150,diode151,diode152,diode153,diode154,diode155,diode156,diode157,audioRecording.stopped,audiobook.stopped,flashTim.routineEndVal,thankYou.started,text.started,text.stopped,thankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0031297989189624786,0.008282998576760292,0.008282998576760292,442.37330629862845,space,442.34835000149906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250619_ECoG_CNMC_MF,001,2025-06-19_17h47.01.856,restAudioBookTask,2024.2.4,60.081313479783304,2025-06-19 17h47.38.105953 -0500,
,,,,,,,,,442.56935709901154,442.57173919938504,442.57323539815843,444.3883673995733,828.5379707999527,828.7380878999829,446.5716530997306,449.38830989971757,452.021734399721,454.3215861991048,456.6216014996171,459.0048530995846,461.5547251999378,463.9217010997236,465.9384437985718,468.57143419981,470.97163569927216,473.8217404987663,476.00468129850924,478.688272299245,481.1548008993268,483.87190019898117,486.1382052991539,488.18833719938993,490.25471609830856,493.15476099960506,495.62183819897473,498.2048324998468,500.3548992983997,502.3883000984788,504.8215665984899,506.9882900994271,509.1716070994735,511.75477949902415,514.4216367993504,517.4047987982631,520.0213146992028,522.5215485990047,525.3715830985457,527.9882044997066,530.4884078986943,533.088314499706,535.3217459991574,538.1882485989481,540.7383855991066,543.6713344994932,545.8715341985226,547.9382283985615,550.0051331985742,552.6716191992164,555.3380814995617,558.1218812000006,560.9549588989466,563.4546380992979,565.5048155989498,568.3882451988757,570.838133899495,572.8883568998426,575.8545682989061,578.1547786984593,580.7216877993196,582.7549409996718,585.1885575987399,587.7879003994167,590.6881913989782,593.1712528988719,595.4883417990059,597.8380701988935,599.8548055998981,601.9546320997179,604.2380722984672,606.2880899999291,608.5214208997786,611.4884011987597,613.671356799081,616.621391499415,619.0214318986982,621.8219329994172,624.50473449938,626.5217064991593,628.6214919984341,631.321247799322,633.5218003988266,635.5715408995748,638.2214244995266,640.4549607988447,642.5713947992772,644.988072199747,647.2714105993509,650.1546115987003,653.1049161981791,655.1881609987468,657.3382127992809,659.5881348997355,662.1549479998648,665.0881107989699,667.4717868994921,669.6380083989352,672.0717047993094,674.2380934990942,676.4713435992599,678.521675998345,680.7881852984428,683.7213102988899,685.7544249985367,688.7377016991377,690.8547632992268,693.5379498992115,695.5715178996325,697.9880283996463,700.0381766986102,702.5714153982699,704.8883399982005,707.7216497994959,710.4046275988221,713.4050333984196,716.3549797981977,719.3382051996887,722.0380323994905,724.4545627981424,727.2549170982093,729.8880775999278,732.3384135998785,734.5711864996701,736.6714031994343,738.8381108995527,741.1714954990894,743.1713513992727,745.2882560994476,748.071377299726,750.5213245991617,753.0713997986168,755.7716703992337,757.9048355985433,760.1378646995872,762.5546641983092,765.2380298990756,767.8214699998498,770.5712218992412,772.7212907988578,775.338222399354,777.7714194990695,780.7047085985541,783.1048634983599,785.2715784981847,787.5047454982996,789.7714400999248,792.5046484991908,795.3045631982386,797.904545199126,800.2213191986084,802.8382112998515,805.2545332983136,807.3878012988716,810.0878992993385,812.8046862985939,815.1214113999158,817.6546120997518,820.4215146992356,822.5713973995298,825.5545174982399,828.5379707999527,830.4544564988464,830.4553578998893,389.0693503137413,,,,,250619_ECoG_CNMC_MF,001,2025-06-19_17h47.01.856,restAudioBookTask,2024.2.4,60.081313479783304,2025-06-19 17h47.38.105953 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.4555165991187,830.4714840985835,835.4716003984213,835.4555233996361,250619_ECoG_CNMC_MF,001,2025-06-19_17h47.01.856,restAudioBookTask,2024.2.4,60.081313479783304,2025-06-19 17h47.38.105953 -0500,
