thisRow.t,notes,instructions.started,instructionText.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,audiobook.started,audioRecording.started,blackPhotoDiodeBox.started,diode1,whitePhotoDiode_1.started,whitePhotoDiode_1.stopped,diode2,diode3,diode4,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002679901197552681,0.007722299546003342,0.007722299546003342,1.277946500107646,space,1.258348299190402,None,,,,,,,,,,996552,001,2025-06-18_16h12.27.534,restAudioBookTask,2024.2.4,60.050754976982944,2025-06-18 16h12.34.985700 -0500,
,,,,,,,,,1.4814902003854513,1.4850029664734998,1.4862160999327898,3.2846328001469374,11.184794500470161,11.38490829989314,6.118161600083113,8.884888600558043,11.184794500470161,,,,,,,,
